OTU_ID,Taxonomy
OTU471,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU468,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU473,
OTU474,
OTU472,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Omphalotaceae ,g: Gymnopus ,s: Gymnopus_dichrous"
OTU475,
OTU476,
OTU477,
OTU478,
OTU479,
OTU480,
OTU481,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU482,
OTU485,
OTU484,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU486,
OTU483,"k: Fungi ,p: Ascomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Ascomycota_sp"
OTU487,
OTU488,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Boletales ,f: unidentified ,g: unidentified ,s: Boletales_sp"
OTU489,
OTU490,
OTU491,
OTU493,
OTU494,
OTU492,"k: Fungi ,p: Chytridiomycota ,c: Cladochytriomycetes ,o: Cladochytriales ,f: Nowakowskiellaceae ,g: Nowakowskiella ,s: Nowakowskiella_sp"
OTU495,"k: Fungi ,p: Chytridiomycota ,c: Spizellomycetes ,o: Spizellomycetales ,f: unidentified ,g: unidentified ,s: Spizellomycetales_sp"
OTU496,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU497,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU498,
OTU499,
OTU501,
OTU500,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU502,
OTU504,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU503,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Boletales ,f: Boletaceae ,g: Hortiboletus ,s: Hortiboletus_rubellus"
OTU505,
OTU506,
OTU508,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU507,
OTU509,
OTU510,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU511,
OTU512,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU514,
OTU515,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU516,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU513,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Omphalotaceae ,g: Gymnopus ,s: Gymnopus_dichrous"
OTU517,
OTU518,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU520,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU519,
OTU521,
OTU523,
OTU522,
OTU524,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU526,
OTU525,
OTU527,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU528,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU529,
OTU531,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU530,
OTU532,
OTU534,
OTU533,
OTU535,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU536,"k: Fungi ,p: Chytridiomycota ,c: Spizellomycetes ,o: Spizellomycetales ,f: unidentified ,g: unidentified ,s: Spizellomycetales_sp"
OTU537,
OTU538,
OTU539,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU541,
OTU542,
OTU540,
OTU543,
OTU544,"k: Fungi ,p: Chytridiomycota ,c: Spizellomycetes ,o: Spizellomycetales ,f: unidentified ,g: unidentified ,s: Spizellomycetales_sp"
OTU546,
OTU545,"k: Fungi ,p: Chytridiomycota ,c: Chytridiomycetes ,o: Chytridiales ,f: unidentified ,g: unidentified ,s: Chytridiales_sp"
OTU547,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU548,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU549,
OTU551,
OTU550,
OTU552,
OTU553,
OTU555,
OTU554,
OTU556,
OTU557,
OTU559,
OTU558,
OTU560,
OTU561,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU562,"k: Fungi ,p: Ascomycota ,c: Dothideomycetes ,o: Pleosporales ,f: unidentified ,g: unidentified ,s: Pleosporales_sp"
OTU564,
OTU563,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU565,
OTU566,
OTU567,
OTU568,
OTU569,
OTU571,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU572,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU570,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: Mortierellaceae ,g: Mortierella ,s: Mortierella_sp"
OTU573,
OTU574,
OTU576,
OTU575,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU578,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU577,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: unidentified ,g: unidentified ,s: Mortierellales_sp"
OTU579,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU580,
OTU582,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU584,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU581,
OTU583,
OTU585,"k: Fungi ,p: Chytridiomycota ,c: Spizellomycetes ,o: Spizellomycetales ,f: Powellomycetaceae ,g: Geranomyces ,s: Geranomyces_variabilis"
OTU586,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU588,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU587,"k: Fungi ,p: Basidiomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Basidiomycota_sp"
OTU591,
OTU589,
OTU590,
OTU592,
OTU593,
OTU594,
OTU595,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU596,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU598,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU597,
OTU599,
OTU600,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU601,
OTU602,
OTU604,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS05 ,f: unidentified ,g: unidentified ,s: GS05_sp"
OTU603,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: Mortierellaceae ,g: Mortierella ,s: Mortierella_sp"
OTU606,
OTU608,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU605,
OTU607,
OTU609,
OTU610,
OTU612,
OTU614,
OTU613,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU611,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU615,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU616,
OTU617,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU618,
OTU620,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU621,
OTU619,
OTU622,
OTU623,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU624,"k: Fungi ,p: Chytridiomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Chytridiomycota_sp"
OTU625,
OTU626,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU627,
OTU628,
OTU630,
OTU629,
OTU631,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU632,
OTU633,
OTU634,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU635,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU638,
OTU637,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU636,
OTU639,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU640,"k: Fungi ,p: Chytridiomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Chytridiomycota_sp"
OTU641,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU643,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU642,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU645,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU644,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU646,
OTU647,"k: Fungi ,p: Blastocladiomycota ,c: Blastocladiomycetes ,o: Blastocladiales ,f: Catenariaceae ,g: Catenomyces ,s: Catenomyces_persicinus"
OTU648,
OTU649,
OTU651,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS05 ,f: unidentified ,g: unidentified ,s: GS05_sp"
OTU650,"k: Fungi ,p: Basidiobolomycota ,c: Basidiobolomycetes ,o: Basidiobolales ,f: Basidiobolaceae ,g: Basidiobolus ,s: Basidiobolus_magnus"
OTU652,
OTU653,
OTU654,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU655,
OTU656,"k: Fungi ,p: Zoopagomycota ,c: Zoopagomycetes ,o: Zoopagales ,f: Piptocephalidaceae ,g: Syncephalis ,s: Syncephalis_sp"
OTU657,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU658,"k: Fungi ,p: Zoopagomycota ,c: Zoopagomycetes ,o: Zoopagales ,f: unidentified ,g: unidentified ,s: Zoopagales_sp"
OTU659,
OTU660,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU661,
OTU662,"k: Fungi ,p: Kickxellomycota ,c: GS19 ,o: unidentified ,f: unidentified ,g: unidentified ,s: GS19_sp"
OTU663,
OTU664,
OTU665,
OTU666,
OTU667,
OTU668,
OTU669,
OTU670,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU671,
OTU672,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU673,
OTU674,
OTU675,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU677,
OTU676,
OTU678,
OTU679,
OTU681,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS05 ,f: unidentified ,g: unidentified ,s: GS05_sp"
OTU680,"k: Fungi ,p: Chytridiomycota ,c: Spizellomycetes ,o: Spizellomycetales ,f: Powellomycetaceae ,g: Geranomyces ,s: Geranomyces_variabilis"
OTU683,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS04 ,f: unidentified ,g: unidentified ,s: GS04_sp"
OTU682,
OTU686,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU684,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU685,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU689,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU688,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU687,
OTU691,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU692,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU694,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU693,
OTU690,"k: Fungi ,p: Mortierellomycota ,c: Mortierellomycetes ,o: Mortierellales ,f: unidentified ,g: unidentified ,s: Mortierellales_sp"
OTU695,
OTU698,
OTU697,
OTU696,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU699,
OTU701,
OTU700,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Agaricales ,f: Agaricaceae ,g: Clarkeinda ,s: Clarkeinda_trachodes"
OTU702,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU706,
OTU705,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU703,
OTU707,
OTU704,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Boletales ,f: Boletaceae ,g: Boletus ,s: Boletus_sp"
OTU708,
OTU709,
OTU710,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU711,"k: Fungi ,p: Kickxellomycota ,c: GS19 ,o: unidentified ,f: unidentified ,g: unidentified ,s: GS19_sp"
OTU713,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU712,
OTU714,
OTU716,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU715,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS05 ,f: unidentified ,g: unidentified ,s: GS05_sp"
OTU717,
OTU719,
OTU720,"k: Fungi ,p: Chytridiomycota ,c: Spizellomycetes ,o: Spizellomycetales ,f: Powellomycetaceae ,g: Geranomyces ,s: Geranomyces_variabilis"
OTU721,
OTU718,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Boletales ,f: Boletaceae ,g: Boletus ,s: Boletus_sp"
OTU722,
OTU723,
OTU724,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU725,
OTU726,
OTU727,
OTU728,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU729,
OTU730,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU732,
OTU731,
OTU733,
OTU734,
OTU736,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU735,
OTU737,
OTU740,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU739,
OTU738,
OTU743,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU741,
OTU744,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU742,
OTU745,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU747,
OTU746,"k: Fungi ,p: Chytridiomycota ,c: Cladochytriomycetes ,o: Cladochytriales ,f: unidentified ,g: unidentified ,s: Cladochytriales_sp"
OTU748,
OTU749,
OTU752,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU750,
OTU753,
OTU754,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU751,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Boletales ,f: Boletaceae ,g: unidentified ,s: Boletaceae_sp"
OTU756,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU755,
OTU757,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU758,
OTU759,
OTU760,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU761,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU763,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU762,
OTU764,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU765,"k: Fungi ,p: Zoopagomycota ,c: Zoopagomycetes ,o: Zoopagales ,f: Piptocephalidaceae ,g: Syncephalis ,s: Syncephalis_sp"
OTU766,
OTU768,
OTU767,"k: Fungi ,p: Ascomycota ,c: Sordariomycetes ,o: unidentified ,f: unidentified ,g: unidentified ,s: Sordariomycetes_sp"
OTU769,
OTU770,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU773,
OTU771,"k: Fungi ,p: Mucoromycota ,c: Endogonomycetes ,o: GS22 ,f: unidentified ,g: unidentified ,s: GS22_sp"
OTU772,"k: Fungi ,p: Basidiomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Basidiomycota_sp"
OTU774,
OTU775,
OTU778,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU776,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU777,
OTU780,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU779,"k: Fungi ,p: Rozellomycota ,c: Rozellomycotina_cls_Incertae_sedis ,o: GS05 ,f: unidentified ,g: unidentified ,s: GS05_sp"
OTU781,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU782,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU783,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU784,
OTU785,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU786,
OTU787,
OTU788,
OTU789,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU790,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU791,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU792,
OTU793,
OTU794,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU795,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU796,
OTU797,
OTU798,
OTU800,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU801,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU799,"k: Fungi ,p: Chytridiomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Chytridiomycota_sp"
OTU803,
OTU802,
OTU804,
OTU805,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU806,
OTU807,"k: Fungi ,p: Rozellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Rozellomycota_sp"
OTU809,
OTU811,
OTU810,
OTU808,
OTU812,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU813,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU814,
OTU816,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU815,
OTU818,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU819,
OTU817,
OTU820,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU821,
OTU822,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU824,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU823,
OTU826,
OTU827,
OTU828,"k: Fungi ,p: unidentified ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Fungi_sp"
OTU829,
OTU825,"k: Fungi ,p: Basidiomycota ,c: Agaricomycetes ,o: Boletales ,f: Boletaceae ,g: unidentified ,s: Boletaceae_sp"
OTU830,
OTU832,
OTU831,"k: Fungi ,p: Mortierellomycota ,c: unidentified ,o: unidentified ,f: unidentified ,g: unidentified ,s: Mortierellomycotina"
